distance_to_cell_km,rsrp_dbm,rssi_dbm,rsrq_db,sinr_db,interference_dbm,network_load_pct,connected_users,handovers_last_hr,signal_quality_score,signal_quality_label
0.789,-104.89,-86.6,-17.86,-10.0,-100.46,44.32,56.0,2,20.73,Poor
0.372,-99.0,-79.3,-19.5,-10.0,-91.09,71.25,58.0,0,17.42,Poor
0.646,-101.33,-87.72,-12.99,-5.9,-102.3,22.93,38.0,1,37.07,Fair
0.563,-103.38,-86.94,-15.46,-5.68,-100.67,28.84,,2,34.42,Poor
0.105,-83.99,-64.29,-17.92,12.71,-102.31,31.34,28.0,3,45.88,Fair
0.379,-96.41,-81.68,-15.89,-3.78,-100.15,44.57,42.0,0,35.5,Fair
0.91,-101.75,-84.7,-17.74,-9.24,-99.02,32.8,37.0,3,24.55,Poor
0.255,-86.56,-65.3,-19.5,7.04,-99.33,33.77,34.0,1,34.43,Poor
1.53,-104.43,-81.04,-19.5,-9.84,-94.4,66.57,58.0,4,13.65,Poor
0.271,-90.73,-71.41,-18.46,5.48,-102.39,50.28,54.0,1,33.69,Poor
0.069,-88.81,-71.31,-19.02,17.47,-112.86,13.94,31.0,1,51.55,Fair
0.222,-89.19,-72.7,-15.97,-5.41,-88.73,66.33,63.0,2,29.64,Poor
1.364,-99.81,-79.08,-19.5,-4.0,-101.35,32.15,47.0,2,17.25,Poor
0.173,-100.87,-79.47,-19.5,-7.61,-98.99,57.19,64.0,1,26.02,Poor
0.912,-100.45,-85.92,-14.71,-5.92,-101.07,57.69,57.0,1,29.47,Poor
0.959,-104.28,-83.55,-18.4,-10.0,-97.73,34.47,40.0,0,29.34,Poor
0.194,-93.2,-77.02,-16.66,-2.27,-98.37,48.71,42.0,2,41.14,Fair
0.039,-72.86,-57.44,-16.56,12.18,-90.17,65.0,53.0,0,47.15,Fair
0.58,-92.45,-74.91,-17.93,-2.95,-91.73,76.65,64.0,1,30.56,Poor
0.168,-85.46,-64.48,-19.5,-0.67,-91.8,47.06,48.0,1,40.36,Fair
0.687,-102.24,-83.31,-17.58,-10.0,-95.57,43.9,54.0,3,22.58,Poor
0.263,-96.21,-77.36,-18.18,-9.93,-93.32,82.32,85.0,2,26.86,Poor
0.299,-92.96,-73.9,-18.47,-6.03,-95.88,38.0,43.0,1,30.16,Poor
0.677,-97.13,-77.73,-19.5,3.22,-105.88,30.67,47.0,0,36.73,Fair
0.217,-92.31,-74.65,-17.11,0.59,-98.66,40.65,35.0,5,49.48,Fair
0.263,-93.61,-73.71,-19.5,-5.5,-91.78,62.65,58.0,0,19.0,Poor
0.212,-79.29,-63.27,-14.79,8.31,-95.82,62.05,67.0,3,45.11,Fair
0.206,-86.01,-66.05,-19.5,18.83,-105.09,35.17,33.0,2,48.8,Fair
0.336,-89.95,-69.38,-19.5,5.78,-97.92,67.32,69.0,5,37.96,Fair
0.744,-107.29,-87.19,-18.86,-10.0,-95.17,62.75,49.0,2,14.92,Poor
0.202,-92.98,-72.73,-19.01,3.24,-99.29,34.21,33.0,3,35.59,Fair
0.334,-94.21,-74.82,-19.5,,-90.33,72.93,58.0,3,23.55,Poor
0.5,-102.0,-80.48,-19.5,-10.0,-93.39,64.5,43.0,3,18.48,Poor
0.141,-80.66,-69.48,-11.8,6.85,-96.02,55.85,50.0,0,46.9,Fair
0.146,-81.72,-61.16,-19.5,,-100.22,38.44,40.0,3,48.03,Fair
1.219,-107.86,-83.94,-19.5,-10.0,-100.43,52.62,38.0,0,12.47,Poor
0.579,-92.13,-75.99,-15.4,5.57,-99.41,18.28,32.0,3,49.25,Fair
0.387,-95.8,-80.0,-15.14,-0.14,-100.34,28.52,39.0,1,45.67,Fair
0.469,-87.09,-65.23,-19.5,15.42,-104.72,9.6,31.0,3,53.39,Fair
0.02,-69.87,-54.65,-14.78,25.92,-102.29,37.56,54.0,2,73.87,Good
0.433,-94.45,-78.45,-17.3,2.37,-103.37,28.33,39.0,4,38.42,Fair
0.321,-88.55,,-19.01,14.5,-106.66,17.68,27.0,0,54.01,Fair
0.355,-89.92,-74.32,-16.41,4.4,-100.61,36.41,48.0,1,37.95,Fair
0.2,-88.04,-67.41,-19.5,-8.75,-87.7,75.75,71.0,3,30.56,Poor
0.038,-76.44,-60.81,-14.27,22.19,-102.34,24.7,33.0,2,66.05,Good
0.097,-81.74,-62.66,-18.17,17.98,-104.12,45.35,47.0,1,52.68,Fair
1.355,-109.91,-91.06,-19.24,-10.0,-99.73,31.09,33.0,3,26.19,Poor
0.236,-90.9,-67.91,-19.5,,-114.82,7.71,16.0,2,52.88,Fair
0.283,-97.5,-76.0,-19.5,-10.0,-93.7,64.52,59.0,1,23.8,Poor
0.024,-79.21,-62.8,-16.44,20.54,-105.13,23.46,33.0,2,65.67,Good
0.02,-70.24,-56.04,-13.15,21.74,-96.24,63.5,60.0,1,60.89,Good
0.568,-94.06,-73.54,-19.5,11.14,-111.42,19.97,27.0,1,47.7,Fair
0.348,-91.14,-75.1,-16.33,5.63,-101.42,36.37,43.0,0,40.08,Fair
0.32,-94.45,-77.46,-17.18,-2.85,-97.32,53.42,45.0,2,26.36,Poor
0.125,-79.04,-64.22,-15.61,21.47,-106.63,25.36,28.0,0,62.55,Good
0.614,-102.06,-82.02,-18.86,-7.28,-101.13,35.76,42.0,2,30.7,Poor
0.083,-90.15,-74.09,-16.84,7.67,-100.58,44.06,43.0,0,38.49,Fair
0.095,-92.35,-74.46,-18.72,-5.72,-92.28,67.49,70.0,4,26.16,Poor
0.278,-97.63,-79.69,-19.5,-4.39,-96.05,53.4,55.0,4,26.88,Poor
0.152,-84.41,-65.86,-18.44,6.38,-93.69,62.88,61.0,1,39.08,Fair
0.128,-88.75,-68.76,-19.5,-0.59,-95.62,43.41,42.0,0,32.39,Poor
0.466,-95.55,-78.28,-18.79,3.84,-107.48,33.43,,1,38.45,Fair
0.474,-90.94,-75.17,-14.44,-0.93,-96.43,60.51,67.0,1,36.39,Fair
0.783,-106.29,-93.87,-13.47,-10.0,-99.46,52.43,57.0,4,37.76,Fair
0.243,-89.85,-71.54,-17.55,-0.11,-94.87,60.33,65.0,0,30.14,Poor
0.034,-72.76,-55.23,-17.5,25.65,-104.77,7.94,26.0,2,61.32,Good
0.144,-90.66,-74.79,-15.72,9.25,-104.8,3.62,,4,52.49,Fair
1.761,-103.5,-85.31,-16.58,-7.74,-97.88,57.11,70.0,2,21.85,Poor
0.408,-97.39,-76.82,-19.27,-10.0,-88.46,84.31,78.0,2,20.58,Poor
0.557,-100.46,-79.13,-19.5,-10.0,-85.78,82.67,62.0,5,19.54,Poor
0.02,-62.0,-48.6,-12.52,30.0,-109.4,19.8,26.0,2,80.34,Excellent
0.329,-92.27,-75.35,-16.14,8.09,-105.49,43.88,65.0,3,45.17,Fair
0.02,-66.74,-45.86,-19.5,29.54,-103.32,21.27,39.0,0,63.45,Good
0.379,-90.18,-67.39,-19.5,-3.48,-92.64,61.27,56.0,4,25.58,Poor
1.141,-107.75,-92.21,-17.43,-9.68,-104.0,31.11,40.0,5,27.8,Poor
1.555,-102.84,-80.71,-19.5,-10.0,-89.68,69.54,51.0,3,13.14,Poor
0.35,-96.91,-82.96,-14.0,-3.14,-98.8,28.67,44.0,1,35.91,Fair
0.276,-95.02,-73.58,-19.5,-5.36,-95.43,57.45,51.0,1,24.11,Poor
1.305,-107.41,-90.25,-18.0,-10.0,-102.05,29.3,35.0,0,21.57,Poor
0.504,-100.55,-77.86,-19.5,-1.3,-104.1,34.65,41.0,3,31.02,Poor
0.03,-70.59,-53.99,-16.99,20.28,-94.2,52.72,51.0,4,61.84,Good
0.282,-91.97,-74.9,-14.85,-7.12,-91.6,70.31,73.0,2,26.84,Poor
0.124,-87.88,-70.28,-15.61,4.21,-98.31,28.04,34.0,3,43.52,Fair
0.286,-90.45,-77.06,-12.39,10.02,-105.17,32.52,37.0,1,51.05,Fair
0.274,-93.87,-81.16,-11.04,2.35,-101.19,32.81,38.0,1,40.25,Fair
0.393,-97.22,-77.68,-19.24,-10.0,-90.71,66.88,58.0,1,17.01,Poor
0.199,-89.81,-68.84,-19.5,4.06,-99.4,27.83,35.0,1,45.31,Fair
0.081,-80.4,-60.57,-19.33,18.99,-102.74,32.78,35.0,1,53.24,Fair
0.315,-92.44,-78.2,-14.53,1.61,-101.4,38.47,40.0,2,41.06,Fair
0.798,-103.5,,-19.5,-6.87,-101.5,30.15,47.0,1,27.1,Poor
0.491,-94.45,-79.42,-14.57,-0.14,-96.22,43.29,38.0,1,39.91,Fair
0.186,-90.32,-71.1,-19.36,0.45,-97.95,53.17,45.0,0,37.97,Fair
1.234,-108.45,-87.06,-19.5,-10.0,-101.91,38.43,43.0,0,23.41,Poor
1.095,-110.67,-91.56,-19.5,-10.0,-97.14,40.31,45.0,2,18.04,Poor
0.106,-80.63,-58.23,-19.5,11.29,-97.36,51.45,45.0,3,54.27,Fair
0.02,-70.39,-52.84,-16.8,28.15,-103.35,42.69,46.0,2,68.64,Good
0.608,-98.86,-81.51,-18.45,-10.0,-89.54,81.6,57.0,2,19.24,Poor
0.791,-97.79,-79.59,-17.08,-5.36,-98.79,48.05,49.0,0,25.22,Poor
1.547,-109.71,-95.73,-13.39,-10.0,-96.82,39.2,37.0,4,38.58,Fair
0.993,-109.44,-92.65,-16.79,-10.0,-95.88,65.67,63.0,1,10.18,Poor
0.413,-96.06,-79.0,-15.87,3.76,-105.18,14.4,31.0,1,42.96,Fair
0.34,-93.42,-76.27,-17.72,0.97,-99.58,39.74,37.0,1,42.41,Fair
0.02,-71.5,-52.69,-17.51,27.17,-104.1,22.39,34.0,4,67.44,Good
0.127,-80.28,-66.72,-15.67,,-99.62,22.28,31.0,0,53.99,Fair
0.277,-102.82,-88.26,-14.99,-10.0,-89.87,58.91,64.0,1,26.32,Poor
0.446,-92.52,-71.12,-19.5,-4.3,-95.84,48.2,49.0,2,34.13,Poor
0.367,-92.14,-80.17,-12.45,-9.01,-88.55,87.6,86.0,2,35.71,Fair
0.611,-97.9,-78.06,-19.5,-2.56,-100.94,33.14,43.0,1,28.15,Poor
0.148,-100.79,-83.91,-16.01,-7.65,-96.97,43.18,37.0,1,31.13,Poor
0.375,-90.36,-71.88,-17.16,11.73,-104.41,19.47,41.0,1,51.96,Fair
0.042,-80.68,-58.0,-19.5,20.28,-105.37,13.61,24.0,0,53.47,Fair
0.24,-93.68,-76.07,-17.8,8.7,-109.46,19.89,34.0,2,47.58,Fair
0.624,-100.6,-80.73,-18.33,-9.14,-95.89,44.47,29.0,1,29.85,Poor
0.532,-96.9,-78.73,-18.17,-7.13,-96.08,33.21,38.0,3,32.77,Poor
2.102,-107.9,-90.23,-17.87,-6.48,-103.94,16.99,34.0,1,30.87,Poor
0.147,-83.81,-66.5,-18.51,11.69,-99.0,41.3,42.0,4,46.63,Fair
0.31,-90.6,-70.5,-19.5,-7.78,-90.11,36.95,28.0,3,24.66,Poor
0.18,-88.14,-72.33,-14.72,4.61,-99.54,53.0,,0,45.79,Fair
0.261,-90.72,-76.11,-14.39,3.89,-97.41,35.01,38.0,0,45.43,Fair
0.875,-107.21,-88.99,-18.01,-9.07,-103.38,34.45,40.0,2,27.48,Poor
0.519,-101.32,-82.74,-17.75,-9.54,-95.07,42.32,51.0,1,22.28,Poor
0.963,-100.1,-87.58,-11.88,-5.86,-99.77,60.28,55.0,4,33.89,Poor
0.102,-80.94,-62.97,-19.5,4.13,-91.97,54.54,47.0,1,39.11,Fair
0.93,-100.48,-86.16,-14.45,-8.07,-100.02,33.81,38.0,1,32.85,Poor
0.028,-75.22,-55.34,-17.35,24.07,-103.09,34.83,40.0,0,67.8,Good
0.988,-100.26,-87.67,-12.28,,-102.22,43.95,57.0,3,40.76,Fair
0.18,-93.78,-70.0,-19.5,0.92,-98.26,34.05,40.0,2,36.69,Fair
0.17,-84.35,-67.36,-18.23,9.29,-97.83,18.15,30.0,0,48.87,Fair
0.323,-95.25,-79.85,-16.85,1.5,-106.12,12.16,28.0,4,45.32,Fair
1.271,-99.35,-82.2,-17.59,4.78,-107.1,15.24,22.0,2,46.99,Fair
0.022,-77.33,-57.66,-19.5,14.37,-97.57,38.36,41.0,3,46.0,Fair
0.195,-82.81,-62.14,-19.5,13.86,-103.41,58.21,51.0,4,48.82,Fair
0.874,-104.28,-87.11,-18.24,-10.0,-94.4,41.92,41.0,1,24.56,Poor
0.227,-92.67,-78.99,-14.18,-3.64,-93.25,59.47,63.0,2,37.17,Fair
0.1,-83.3,-68.94,-14.52,4.33,-95.14,46.01,37.0,1,51.65,Fair
0.249,-94.74,-75.88,-19.5,-6.4,-92.78,60.2,52.0,4,31.42,Poor
0.219,-91.14,-70.18,-19.5,2.3,-97.15,41.09,40.0,1,38.14,Fair
1.112,-107.88,-86.52,-19.5,-10.0,-99.99,44.48,40.0,2,23.05,Poor
0.646,-103.02,-84.52,-16.96,-7.5,-101.89,43.37,41.0,3,23.33,Poor
0.317,-92.09,-71.19,-19.5,14.73,-111.44,13.72,30.0,2,49.8,Fair
2.004,-113.65,-89.91,-19.5,-10.0,-88.79,75.82,52.0,5,17.27,Poor
0.282,-96.1,-74.53,-19.5,3.92,-104.55,36.98,42.0,1,41.89,Fair
0.027,-78.43,-57.67,-19.5,11.42,-97.09,41.77,49.0,3,49.51,Fair
0.137,-88.81,-73.23,-14.92,-6.94,-89.73,80.28,60.0,2,31.57,Poor
0.258,-87.01,-66.12,-19.5,5.54,-97.87,67.42,78.0,0,36.75,Fair
0.077,-85.2,-65.82,-19.5,3.88,-93.23,77.7,63.0,3,27.48,Poor
1.327,-109.39,-89.44,-19.5,-10.0,-88.44,61.89,68.0,8,18.31,Poor
0.655,-99.57,-77.78,-19.5,-9.35,-96.19,45.91,54.0,3,26.54,Poor
0.141,-88.5,-69.43,-18.89,20.92,-114.3,5.74,20.0,0,59.71,Good
0.402,-87.2,-69.5,-18.77,,-95.83,58.04,47.0,2,34.63,Poor
0.575,-99.86,-85.07,-15.59,-10.0,-92.74,71.67,58.0,1,27.89,Poor
1.276,-104.78,-87.67,-16.53,-3.12,-105.02,24.96,42.0,5,31.58,Poor
0.96,-99.88,-81.24,-17.31,1.19,-107.46,38.75,40.0,4,38.83,Fair
0.326,-90.59,-71.75,-17.0,7.86,-103.72,17.84,28.0,0,46.78,Fair
0.671,-99.61,-80.88,-17.85,-5.14,-100.67,28.5,37.0,1,23.45,Poor
0.372,-96.07,-75.19,-19.5,3.59,-108.62,16.54,32.0,1,41.55,Fair
0.362,-87.1,-66.51,-19.5,20.02,-113.53,24.91,40.0,2,54.22,Fair
0.055,-79.34,-61.52,-18.02,14.71,-104.02,23.73,26.0,0,50.36,Fair
0.061,-81.57,-66.11,-16.05,3.19,-90.98,53.26,53.0,2,41.37,Fair
0.339,-97.22,-78.07,-18.7,4.6,-109.19,4.6,27.0,3,43.83,Fair
0.141,-93.95,-69.21,-19.5,-1.67,-97.94,61.35,57.0,1,24.25,Poor
0.02,-67.16,-48.19,-19.27,27.53,-97.19,33.53,33.0,3,65.61,Good
0.577,-108.64,-91.52,-16.76,-10.0,-87.11,70.46,62.0,2,19.29,Poor
0.02,-70.47,-50.86,-18.93,24.71,-99.94,46.97,49.0,0,56.64,Good
0.407,-97.03,-77.25,-19.5,-6.33,-94.6,53.35,53.0,3,27.72,Poor
0.349,-85.91,-66.16,-19.5,11.3,-99.84,41.63,54.0,3,41.83,Fair
1.561,-115.2,-93.08,-19.5,-10.0,-88.78,83.33,72.0,3,15.85,Poor
0.298,-97.12,-77.96,-17.6,-5.9,-97.28,53.59,42.0,4,30.6,Poor
0.03,-74.25,-52.27,-19.5,26.12,-105.27,31.79,39.0,0,58.09,Good
0.361,-95.96,-77.27,-18.17,3.16,-105.72,31.47,24.0,2,30.03,Poor
0.828,-104.57,-82.03,-19.5,-10.0,-101.38,46.8,61.0,5,23.9,Poor
2.592,-112.6,-90.98,-19.5,-10.0,-100.85,38.24,40.0,5,22.26,Poor
0.253,-97.14,-76.38,-19.5,-10.0,-92.54,60.72,54.0,1,22.03,Poor
0.174,-87.42,-67.05,-18.93,2.62,-94.57,40.3,42.0,1,41.55,Fair
1.067,-113.86,-88.95,-19.5,-10.0,-100.13,36.4,,4,18.39,Poor
0.096,-83.79,-62.57,-19.5,7.85,-98.94,54.08,66.0,1,37.54,Fair
0.43,-99.09,-83.64,-16.18,-5.4,-99.0,49.32,45.0,2,34.16,Poor
0.234,-87.36,-68.63,-17.91,7.14,-98.39,30.72,33.0,2,39.8,Fair
0.02,-63.42,-46.22,-17.05,26.52,-93.75,43.04,47.0,2,65.2,Good
0.192,-91.03,-66.84,-19.5,,-109.28,17.42,17.0,4,47.04,Fair
0.139,-81.34,-59.59,-19.5,7.92,-94.29,72.79,49.0,3,39.04,Fair
0.521,-99.62,-75.53,-19.5,-7.66,-100.58,37.6,44.0,1,35.06,Fair
1.337,-110.4,-94.68,-14.57,-10.0,-94.57,38.72,41.0,2,26.01,Poor
0.14,-80.03,-58.72,-19.5,21.23,-105.39,7.32,26.0,3,61.7,Good
0.751,-99.44,-85.53,-14.96,-2.98,-104.6,22.67,38.0,3,36.5,Fair
0.026,-72.49,-59.27,-15.54,25.17,-98.85,35.72,46.0,1,64.88,Good
0.348,-92.1,-75.29,-16.38,6.93,-99.59,29.17,27.0,2,38.12,Fair
0.033,-73.51,-50.98,-19.5,13.84,-92.92,75.77,75.0,1,46.36,Fair
1.223,-106.04,-91.01,-14.53,-10.0,-100.86,41.51,44.0,2,31.32,Poor
0.654,-105.63,-87.68,-18.83,-10.0,-99.67,32.3,42.0,4,27.61,Poor
0.483,-98.77,-77.21,-19.5,-1.4,-105.0,29.11,31.0,2,32.67,Poor
0.782,-99.38,-78.84,-18.98,-5.37,-99.43,33.86,41.0,2,24.91,Poor
0.469,-97.94,-73.29,-19.5,1.87,-101.23,22.49,36.0,3,40.28,Fair
1.562,-104.27,-86.26,-18.63,-5.0,-106.04,19.58,35.0,3,34.84,Poor
0.563,-97.49,-80.82,-18.75,7.37,-106.2,19.41,29.0,1,36.5,Fair
1.164,-108.84,-94.12,-15.23,-10.0,-93.03,73.79,61.0,4,23.52,Poor
0.328,-99.61,-82.71,-17.65,-4.55,-101.74,21.99,25.0,2,34.69,Poor
0.056,-79.75,-65.06,-15.44,6.49,-91.24,58.83,74.0,1,50.24,Fair
0.338,-96.7,-84.09,-13.13,0.19,-102.16,28.46,37.0,2,47.38,Fair
0.061,-78.51,-54.62,-19.5,26.29,-110.37,8.36,,1,71.13,Good
0.404,-99.02,-80.87,-19.42,-6.12,-95.47,64.78,61.0,5,29.09,Poor
0.296,-95.93,-70.15,-19.5,4.17,-104.85,16.44,29.0,2,41.94,Fair
0.438,-92.65,-77.16,-15.49,9.66,-110.85,22.81,29.0,2,39.51,Fair
0.02,-69.85,-53.14,-16.45,30.0,-107.8,29.15,38.0,1,68.74,Good
0.098,-86.68,-71.01,-15.6,3.62,-94.44,67.71,46.0,1,36.68,Fair
0.304,-93.62,-77.54,-15.85,1.17,-102.59,12.1,26.0,1,45.01,Fair
1.353,-101.11,-80.49,-18.77,-0.75,-108.84,11.71,27.0,2,24.97,Poor
0.218,-89.62,-69.92,-19.5,,-107.89,30.61,31.0,0,51.57,Fair
0.249,-89.57,-68.94,-19.5,10.37,-103.13,20.72,30.0,2,47.32,Fair
0.564,-102.06,-80.03,-19.5,-10.0,-89.72,62.03,44.0,1,17.6,Poor
0.417,-92.31,-70.99,-19.5,2.32,-101.69,32.72,43.0,1,38.94,Fair
0.16,-78.85,-63.88,-14.61,20.9,-104.64,32.12,39.0,0,63.81,Good
0.238,-94.74,-78.31,-18.28,5.28,-105.86,23.59,30.0,2,40.69,Fair
0.11,-89.67,-71.31,-18.55,1.62,-96.42,67.49,58.0,1,41.27,Fair
1.522,-106.95,-77.77,-19.5,,-86.55,60.6,49.0,4,18.01,Poor
0.063,-76.62,-56.3,-19.5,26.73,-107.1,22.69,32.0,2,61.49,Good
0.209,-90.82,-72.5,-16.68,13.31,-107.51,7.39,28.0,0,46.79,Fair
0.02,-74.66,-54.64,-19.5,23.29,-102.43,34.44,44.0,0,62.31,Good
0.113,-85.56,-69.37,-15.09,2.99,-92.69,55.69,53.0,0,37.69,Fair
0.682,-98.3,-79.51,-18.64,-5.73,-97.26,52.11,36.0,2,26.04,Poor
0.101,-85.81,-64.94,-19.5,10.73,-99.98,48.11,52.0,3,43.49,Fair
0.038,-73.29,-55.38,-18.46,5.96,-89.54,58.28,60.0,1,48.47,Fair
0.289,-88.6,-72.87,-16.69,0.14,-91.59,83.55,69.0,4,38.19,Fair
0.02,-69.48,-51.72,-19.5,28.56,-99.52,36.32,43.0,1,64.4,Good
0.04,-76.34,-59.3,-16.0,,-106.89,17.84,33.0,0,67.78,Good
0.742,-98.1,-84.17,-11.94,-0.39,-101.94,39.46,58.0,2,43.2,Fair
0.664,-103.88,-87.6,-14.8,-10.0,-96.99,67.16,65.0,4,28.55,Poor
1.11,-108.73,-94.91,-13.92,-4.18,-106.09,22.5,30.0,2,30.14,Poor
0.867,-103.84,-89.55,-14.14,-8.26,-102.11,29.16,34.0,2,30.71,Poor
0.517,-100.26,-85.68,-13.88,3.75,-109.34,16.8,26.0,1,40.69,Fair
0.024,-75.24,-54.38,-19.07,18.26,-99.47,31.36,44.0,1,52.82,Fair
0.687,-93.43,-70.97,-19.5,-2.52,-93.84,62.48,61.0,3,28.74,Poor
0.84,-93.81,-80.42,-15.22,-0.69,-96.96,66.47,46.0,2,29.36,Poor
0.722,-102.6,-79.86,-19.5,-10.0,-90.19,77.09,79.0,1,17.2,Poor
0.32,-93.75,-79.13,-16.18,,-107.79,3.68,36.0,1,49.14,Fair
0.119,-86.36,-66.12,-18.76,6.56,-96.96,46.42,50.0,2,34.11,Poor
0.84,-98.06,-79.29,-18.99,-6.93,-98.23,47.7,,5,17.64,Poor
0.584,-94.13,-74.22,-19.5,3.68,-100.46,30.17,29.0,4,35.96,Fair
1.778,-116.11,-101.61,-15.76,-10.0,-109.84,6.99,22.0,2,26.97,Poor
0.076,-79.84,-67.28,-12.97,14.53,-97.37,56.11,58.0,0,52.66,Fair
0.115,-90.52,-74.93,-14.83,-7.6,-92.94,75.09,50.0,1,30.3,Poor
0.107,-77.64,-58.36,-19.5,27.1,-109.59,13.09,32.0,2,62.08,Good
0.708,-99.25,-75.38,-19.5,-4.54,-101.49,34.54,47.0,4,27.52,Poor
0.093,-86.77,-71.86,-15.31,13.46,-102.48,18.21,29.0,0,66.57,Good
0.031,-75.08,-57.38,-18.37,8.64,-91.54,88.46,82.0,1,43.21,Fair
2.945,-114.54,-98.79,-16.04,-10.0,-96.42,25.63,28.0,6,20.95,Poor
0.02,-68.34,-50.4,-18.5,30.0,-103.72,41.84,52.0,2,64.0,Good
0.811,-98.03,-85.82,-12.01,-7.84,-101.91,27.44,34.0,4,43.6,Fair
0.205,-94.85,-72.36,-19.5,-8.49,-92.21,53.37,33.0,0,28.39,Poor
0.829,-95.03,-76.96,-17.43,-10.0,-91.27,45.32,34.0,1,21.91,Poor
0.364,-88.82,-68.07,-19.5,17.18,-106.82,3.87,16.0,0,52.69,Fair
1.044,-107.88,-90.58,-18.41,-10.0,-98.89,33.08,34.0,1,26.5,Poor
1.173,-105.1,-86.53,-18.64,-7.4,-103.16,30.13,47.0,2,28.48,Poor
0.02,-63.6,-42.21,-19.5,30.0,-104.51,12.51,28.0,0,68.83,Good
0.035,-70.26,-51.87,-18.1,22.24,-96.66,52.88,54.0,3,63.2,Good
0.13,-87.67,-69.17,-17.85,16.37,-104.73,23.69,24.0,0,49.37,Fair
0.498,-94.7,-79.09,-15.28,7.04,-106.28,16.67,23.0,1,49.5,Fair
0.986,-91.9,-75.5,-17.08,9.98,-106.91,12.42,21.0,1,45.05,Fair
0.277,-92.47,-77.51,-16.0,1.03,-96.93,48.45,42.0,1,35.47,Fair
0.42,-99.02,-83.24,-15.83,-2.68,-103.17,46.18,43.0,4,34.95,Poor
0.094,-82.86,-61.11,-19.5,-4.54,-87.24,77.3,90.0,0,29.08,Poor
0.736,-100.36,-76.93,-19.5,-8.97,-95.0,59.92,65.0,1,23.29,Poor
1.54,-109.85,-95.59,-13.67,-10.0,-104.12,37.54,41.0,5,28.89,Poor
0.141,-85.26,-66.08,-19.02,2.89,-93.36,60.75,42.0,3,40.34,Fair
0.307,-98.8,-81.75,-18.22,-1.7,-100.89,24.46,40.0,3,40.07,Fair
0.041,-79.03,-56.84,-19.5,22.39,-105.11,32.96,42.0,1,61.35,Good
0.369,-92.32,-73.92,-18.77,0.67,-96.88,43.79,52.0,2,32.93,Poor
0.314,-101.0,-83.02,-17.42,-2.21,-104.75,28.01,,2,32.95,Poor
0.07,-77.44,-61.67,-16.12,7.12,-93.8,64.39,52.0,2,45.5,Fair
0.263,-100.47,-87.06,-14.48,-1.83,-104.45,20.91,36.0,1,34.05,Poor
0.183,-96.22,-75.94,-19.5,-5.98,-96.3,57.34,51.0,3,22.3,Poor
0.332,-96.44,-77.39,-19.5,10.91,-108.6,10.98,22.0,2,50.79,Fair
0.396,-94.84,-75.71,-19.5,-9.28,-89.63,77.21,72.0,3,24.39,Poor
0.02,-65.14,-48.94,-17.86,30.0,-104.75,36.87,44.0,3,61.69,Good
0.644,-99.96,-82.4,-16.47,-10.0,-93.03,72.04,51.0,2,22.7,Poor
0.562,-99.99,-79.62,-19.5,-8.14,-98.32,69.51,60.0,3,19.84,Poor
0.205,-87.97,-67.02,-19.5,10.39,-101.09,43.85,45.0,0,39.93,Fair
0.024,-75.61,-61.14,-14.33,28.48,-109.59,14.56,31.0,3,77.72,Excellent
0.633,-99.48,-83.38,-18.08,-10.0,-94.47,69.75,66.0,3,12.45,Poor
1.397,-111.71,-97.88,-14.93,-10.0,-95.68,57.44,55.0,6,23.67,Poor
0.124,-85.58,-66.98,-19.5,12.34,-102.55,23.72,27.0,1,45.84,Fair
0.176,-89.47,-68.82,-19.5,3.2,-95.73,35.1,46.0,2,30.42,Poor
0.091,-86.53,-69.37,-17.15,4.51,-98.31,43.62,42.0,4,43.13,Fair
0.387,-95.12,-79.11,-16.33,8.63,-112.5,9.02,22.0,0,45.37,Fair
0.076,-81.06,-64.07,-17.3,14.99,-99.62,49.49,37.0,1,53.71,Fair
0.198,-85.28,-60.36,-19.5,7.16,-103.05,39.39,40.0,2,40.99,Fair
0.537,-105.04,-83.47,-19.5,-6.75,-102.12,47.31,45.0,1,33.78,Poor
0.37,-95.68,-75.49,-19.5,-5.53,-96.3,40.26,40.0,2,36.75,Fair
0.22,-93.92,-74.96,-19.5,-0.95,-96.94,48.87,47.0,2,30.78,Poor
0.245,-88.35,-70.39,-17.53,3.0,-95.77,51.09,49.0,2,40.86,Fair
0.372,-92.41,-77.13,-15.11,9.16,-105.95,34.07,50.0,3,45.47,Fair
0.02,-68.41,-53.6,-15.47,29.61,-103.29,23.76,34.0,2,78.16,Excellent
0.037,-78.36,-62.07,-16.84,12.78,-95.57,49.18,44.0,0,47.01,Fair
0.959,-100.1,-84.96,-15.95,-1.32,-102.9,26.87,36.0,4,43.91,Fair
0.036,-81.6,-65.42,-17.46,21.45,-105.8,21.43,37.0,1,65.02,Good
0.552,-105.8,-88.1,-18.27,-10.0,-100.63,21.54,30.0,2,18.08,Poor
1.137,-110.22,-92.3,-17.9,-10.0,-91.21,61.51,59.0,2,17.88,Poor
0.142,-87.24,-71.1,-16.28,17.03,-109.46,3.85,23.0,1,51.29,Fair
0.208,-87.71,-68.23,-18.41,2.79,-94.48,58.65,43.0,1,39.68,Fair
0.379,-107.49,-90.06,-16.91,-8.71,-102.66,30.83,35.0,3,31.14,Poor
0.961,-98.37,-79.72,-18.94,4.57,-108.06,26.85,32.0,1,37.55,Fair
